,Location,Price,Number_of_bedrooms,Living_area,Furnished,Open_fireplace,Terrace,Garden,Surface_area_land,Pool,Condition,Price_per_sq
1679,Other,205000.0,4.0,200.0,False,False,True,False,0.0,False,JUST_RENOVATED,1025.0
1680,Other,280000.0,3.0,157.0,False,False,True,True,813.0,False,AS_NEW,1783.43949044586
1681,Other,99000.0,3.0,98.0,False,False,False,False,0.0,False,GOOD,1010.204081632653
1682,Other,420000.0,3.0,197.0,False,False,True,True,331.0,False,GOOD,2131.979695431472
1683,Other,420000.0,3.0,197.0,False,False,True,True,331.0,False,GOOD,2131.979695431472
1684,Other,295000.0,3.0,199.0,False,False,True,False,599.0,False,GOOD,1482.4120603015076
1687,Other,345000.0,3.0,115.0,False,False,True,True,871.0,False,TO_BE_DONE_UP,3000.0
1696,Other,442502.0,4.0,152.0,False,False,True,False,436.0,False,AS_NEW,2911.1973684210525
1705,Other,439700.0,3.0,149.0,False,False,True,False,494.0,False,AS_NEW,2951.006711409396
1708,Borgerhout,329000.0,4.0,125.0,False,False,False,True,70.0,False,GOOD,2632.0
1709,Other,345000.0,5.0,250.0,False,False,True,True,400.0,False,GOOD,1380.0
1714,Aalst,280000.0,4.0,160.0,False,False,True,False,170.0,False,GOOD,1750.0
1715,Other,238000.0,3.0,161.0,False,False,True,False,850.0,True,TO_BE_DONE_UP,1478.2608695652175
1716,Ronse,139000.0,3.0,112.0,False,False,True,True,100.0,False,TO_BE_DONE_UP,1241.0714285714287
1717,Ronse,239000.0,3.0,150.0,False,False,True,True,450.0,False,JUST_RENOVATED,1593.3333333333333
1718,Liege,271640.0,3.0,165.0,False,False,True,False,639.0,False,AS_NEW,1646.3030303030303
1721,Other,139000.0,3.0,163.0,False,False,True,True,271.0,False,TO_BE_DONE_UP,852.760736196319
1723,Other,260000.0,3.0,133.0,False,False,True,True,151.0,False,TO_BE_DONE_UP,1954.8872180451128
1724,Other,290000.0,3.0,257.0,False,False,True,True,0.0,False,AS_NEW,1128.4046692607003
1726,Berchem,450000.0,4.0,237.0,False,False,True,True,250.0,False,TO_RENOVATE,1898.73417721519
1731,Aalst,199000.0,3.0,130.0,False,False,True,False,56.0,False,GOOD,1530.7692307692307
1732,Stabroek,389000.0,3.0,170.0,False,False,False,False,360.0,False,TO_RENOVATE,2288.235294117647
1736,Other,305000.0,2.0,150.0,False,False,True,False,226.0,False,AS_NEW,2033.3333333333333
1737,Other,305000.0,2.0,150.0,False,False,True,False,226.0,False,AS_NEW,2033.3333333333333
1738,Other,379000.0,4.0,200.0,False,False,True,False,706.0,False,GOOD,1895.0
1748,Other,430000.0,3.0,168.0,False,False,True,False,640.0,False,AS_NEW,2559.5238095238096
1749,Other,425000.0,3.0,168.0,False,False,True,False,540.0,False,AS_NEW,2529.7619047619046
1750,Other,440000.0,3.0,168.0,False,False,True,False,739.0,False,AS_NEW,2619.0476190476193
1755,Other,290000.0,3.0,137.0,False,False,True,False,628.0,False,TO_RENOVATE,2116.788321167883
1758,Other,135000.0,4.0,180.0,False,False,True,False,0.0,False,TO_RENOVATE,750.0
1765,Ninove,521115.0,5.0,232.0,False,False,True,False,273.0,False,AS_NEW,2246.185344827586
1768,Other,230000.0,3.0,145.0,False,False,True,False,0.0,False,TO_BE_DONE_UP,1586.2068965517242
1771,Other,385000.0,3.0,131.0,False,False,True,False,169.0,False,JUST_RENOVATED,2938.9312977099235
1773,Zele,399000.0,4.0,192.0,False,False,False,False,434.0,True,AS_NEW,2078.125
1774,Liege,225000.0,3.0,120.0,False,False,True,False,258.0,False,AS_NEW,1875.0
1777,Merksem,289900.0,4.0,152.0,False,False,True,True,204.0,False,GOOD,1907.2368421052631
1784,Other,395000.0,4.0,176.0,False,False,False,False,465.0,False,TO_BE_DONE_UP,2244.318181818182
1785,Other,348000.0,2.0,140.0,False,False,False,True,80.0,False,GOOD,2485.714285714286
1787,Other,125000.0,2.0,146.0,False,False,True,True,159.0,False,AS_NEW,856.1643835616438
1792,Other,280000.0,4.0,193.0,False,False,False,True,156.0,False,AS_NEW,1450.7772020725388
1796,Torhout,292000.0,3.0,166.0,False,False,False,False,174.0,False,AS_NEW,1759.0361445783133
1807,Other,425000.0,3.0,260.0,False,False,True,True,595.0,False,TO_RENOVATE,1634.6153846153845
1810,Other,249000.0,3.0,162.0,False,False,False,False,755.0,False,AS_NEW,1537.037037037037
1811,Other,249000.0,3.0,162.0,False,False,False,False,755.0,False,AS_NEW,1537.037037037037
1816,Sint-Niklaas,349000.0,3.0,140.0,False,False,True,False,0.0,False,AS_NEW,2492.8571428571427
1817,Other,425000.0,3.0,160.0,False,False,False,True,460.0,False,AS_NEW,2656.25
1820,Other,255000.0,3.0,126.0,False,False,False,False,256.0,False,Unknown,2023.8095238095239
1822,Other,330000.0,4.0,224.0,False,False,True,True,450.0,False,AS_NEW,1473.2142857142858
1823,Boom,330000.0,4.0,160.0,False,False,True,True,340.0,False,TO_BE_DONE_UP,2062.5
1825,Other,250000.0,3.0,138.0,False,False,True,True,370.0,False,Unknown,1811.5942028985507
1827,Other,320000.0,4.0,156.0,False,False,False,True,508.0,False,GOOD,2051.2820512820513
1828,Other,279000.0,2.0,112.0,False,False,False,False,203.0,False,GOOD,2491.0714285714284
1829,Other,249000.0,3.0,138.0,False,False,False,True,393.0,False,TO_RENOVATE,1804.3478260869565
1832,Other,339000.0,4.0,151.0,False,False,False,False,105.0,False,Unknown,2245.0331125827815
1833,Blankenberge,295000.0,4.0,181.0,False,False,True,False,99.0,False,JUST_RENOVATED,1629.8342541436464
1838,Other,325000.0,2.0,270.0,False,False,True,False,250.0,False,AS_NEW,1203.7037037037037
1839,Other,289000.0,3.0,178.0,False,False,True,False,902.0,False,AS_NEW,1623.5955056179776
1840,Other,325000.0,3.0,228.0,False,False,False,False,90.0,False,TO_RENOVATE,1425.438596491228
1842,Other,358183.0,3.0,224.0,False,False,False,False,180.0,False,AS_NEW,1599.03125
1850,Other,179000.0,2.0,106.0,False,False,False,True,261.0,False,TO_RENOVATE,1688.6792452830189
1859,Aalst,165000.0,2.0,130.0,False,False,True,False,0.0,False,TO_BE_DONE_UP,1269.2307692307693
1860,Other,215000.0,2.0,120.0,False,False,False,True,170.0,False,TO_BE_DONE_UP,1791.6666666666667
1863,Other,195000.0,3.0,231.0,False,False,True,True,148.0,False,TO_RENOVATE,844.1558441558442
1864,Herentals,145000.0,3.0,173.0,False,False,True,True,135.0,False,TO_RENOVATE,838.150289017341
1866,Other,249000.0,3.0,127.0,False,False,False,True,94.0,False,AS_NEW,1960.6299212598426
1867,Other,249000.0,4.0,200.0,False,False,True,True,500.0,False,TO_RENOVATE,1245.0
1869,Other,249000.0,3.0,112.0,False,False,True,True,360.0,False,GOOD,2223.214285714286
1870,Other,89000.0,2.0,60.0,False,False,False,False,0.0,False,GOOD,1483.3333333333333
1877,Other,349000.0,3.0,148.0,False,False,False,True,150.0,False,GOOD,2358.108108108108
1878,Other,329000.0,4.0,150.0,False,False,False,True,215.0,False,GOOD,2193.3333333333335
1881,Other,219000.0,2.0,97.0,False,False,True,True,317.0,False,JUST_RENOVATED,2257.7319587628867
1883,Schoten,460000.0,4.0,270.0,False,False,True,True,360.0,False,AS_NEW,1703.7037037037037
1886,Other,145000.0,4.0,130.0,False,False,True,True,350.0,False,TO_BE_DONE_UP,1115.3846153846155
1888,Tienen,349000.0,4.0,209.0,False,False,True,True,183.0,False,AS_NEW,1669.8564593301435
1891,Other,379000.0,4.0,210.0,False,False,True,True,420.0,False,JUST_RENOVATED,1804.7619047619048
1895,Other,285000.0,3.0,185.0,False,True,True,False,324.0,False,AS_NEW,1540.5405405405406
1898,Other,165000.0,2.0,121.0,False,False,True,False,127.0,False,TO_BE_DONE_UP,1363.6363636363637
1902,Other,370000.0,2.0,231.0,False,False,True,False,273.0,False,TO_BE_DONE_UP,1601.7316017316018
1905,Other,195000.0,2.0,167.0,False,False,True,True,165.0,False,TO_RENOVATE,1167.6646706586826
1906,Oostende,279000.0,2.0,220.0,False,False,True,True,220.0,False,AS_NEW,1268.1818181818182
1910,Turnhout,262000.0,2.0,149.0,False,False,True,True,270.0,False,AS_NEW,1758.3892617449665
1912,Other,359000.0,2.0,152.0,False,False,False,False,217.0,False,GOOD,2361.842105263158
1913,Ronse,295000.0,4.0,242.0,False,False,False,False,80.0,False,GOOD,1219.0082644628098
1914,Ronse,295000.0,4.0,242.0,False,False,False,False,80.0,False,GOOD,1219.0082644628098
1917,Other,239000.0,3.0,180.0,False,False,False,True,664.0,False,TO_RENOVATE,1327.7777777777778
1918,Other,179000.0,3.0,154.0,False,False,True,False,182.0,False,Unknown,1162.3376623376623
1920,Eeklo,339000.0,3.0,160.0,False,False,True,True,555.0,False,JUST_RENOVATED,2118.75
1925,Other,399000.0,5.0,198.0,False,False,False,False,407.0,False,GOOD,2015.1515151515152
1933,Other,115000.0,2.0,121.0,False,False,False,False,190.0,False,Unknown,950.4132231404959
1935,Other,115000.0,2.0,121.0,False,False,False,False,190.0,False,Unknown,950.4132231404959
1940,Roeselare,150000.0,3.0,131.0,False,False,False,True,221.0,False,GOOD,1145.0381679389313
1941,Roeselare,256702.0,2.0,100.0,False,False,True,False,0.0,False,GOOD,2567.02
1942,Other,275000.0,4.0,235.0,False,False,False,False,643.0,False,GOOD,1170.212765957447
1943,Boom,249000.0,3.0,133.0,False,False,True,False,108.0,False,GOOD,1872.1804511278197
1947,Other,397000.0,5.0,188.0,False,True,True,True,619.0,True,AS_NEW,2111.7021276595747
1958,Antwerp,165000.0,4.0,166.0,False,False,True,False,105.0,False,TO_BE_DONE_UP,993.9759036144578
1959,Other,347000.0,4.0,151.0,False,False,True,False,562.0,False,GOOD,2298.0132450331125
1965,Other,449000.0,3.0,262.0,False,False,True,False,0.0,False,AS_NEW,1713.7404580152672
1968,Other,498000.0,4.0,226.0,False,False,False,True,300.0,False,AS_NEW,2203.5398230088495
1970,Other,318000.0,3.0,268.0,False,False,True,True,428.0,False,AS_NEW,1186.5671641791046
1971,Wevelgem,299000.0,3.0,200.0,False,False,True,True,591.0,False,GOOD,1495.0
1972,Other,299000.0,2.0,114.0,False,True,True,False,79.0,False,AS_NEW,2622.8070175438597
1973,Other,190000.0,2.0,150.0,False,False,True,False,98.0,False,AS_NEW,1266.6666666666667
1978,Other,358000.0,4.0,160.0,False,False,True,False,85.0,False,AS_NEW,2237.5
1979,Mechelen,499000.0,3.0,180.0,False,False,False,True,398.0,False,JUST_RENOVATED,2772.222222222222
1980,Menen,249000.0,4.0,196.0,False,False,True,False,380.0,False,GOOD,1270.408163265306
1981,Other,549000.0,4.0,228.0,False,False,False,False,200.0,False,GOOD,2407.8947368421054
1995,Other,190000.0,4.0,125.0,False,False,True,False,111.0,False,GOOD,1520.0
1997,Other,310000.0,3.0,176.0,False,False,True,True,238.0,False,GOOD,1761.3636363636363
1998,Other,349000.0,4.0,156.0,True,False,True,True,555.0,False,AS_NEW,2237.1794871794873
2001,Other,337500.0,5.0,200.0,False,False,True,False,396.0,False,AS_NEW,1687.5
2003,Izegem,168000.0,3.0,170.0,False,False,True,False,160.0,False,GOOD,988.2352941176471
2006,Other,325000.0,4.0,194.0,False,False,True,True,730.0,False,GOOD,1675.2577319587629
2010,Tournai,230000.0,3.0,162.0,False,False,True,True,105.0,False,GOOD,1419.7530864197531
2016,Beerse,435000.0,4.0,191.0,False,False,True,False,168.0,False,GOOD,2277.4869109947645
2019,Other,200000.0,3.0,136.0,False,False,True,False,700.0,False,GOOD,1470.5882352941176
2022,Other,220000.0,2.0,155.0,False,False,False,False,730.0,False,TO_BE_DONE_UP,1419.3548387096773
2024,Lokeren,259000.0,3.0,133.0,False,False,True,True,94.0,False,GOOD,1947.3684210526317
2026,Hoboken,265000.0,3.0,123.0,False,False,False,True,0.0,False,TO_BE_DONE_UP,2154.471544715447
2027,Antwerp,375000.0,4.0,180.0,False,False,False,False,65.0,False,GOOD,2083.3333333333335
2028,Antwerp,257500.0,3.0,168.0,False,False,True,False,57.0,False,TO_BE_DONE_UP,1532.7380952380952
2029,Antwerp,229000.0,3.0,128.0,False,False,False,False,0.0,False,GOOD,1789.0625
2031,Other,520000.0,3.0,222.0,False,False,True,True,341.0,False,GOOD,2342.3423423423424
2033,Boom,395000.0,3.0,228.0,False,False,False,True,0.0,False,GOOD,1732.4561403508771
2041,Other,365000.0,4.0,162.0,False,False,True,True,100.0,False,AS_NEW,2253.0864197530864
2049,Other,289000.0,3.0,154.0,False,False,True,True,324.0,False,GOOD,1876.6233766233765
2054,Other,179000.0,2.0,110.0,False,True,False,True,780.0,False,TO_BE_DONE_UP,1627.2727272727273
2057,Ronse,275000.0,2.0,200.0,False,False,False,False,810.0,False,GOOD,1375.0
2059,Other,170000.0,2.0,121.0,False,False,True,False,0.0,False,GOOD,1404.9586776859503
2061,Lokeren,175000.0,2.0,77.0,False,False,False,False,831.0,False,TO_RENOVATE,2272.7272727272725
2062,Aalst,99000.0,2.0,102.0,False,False,False,False,300.0,False,Unknown,970.5882352941177
2065,Roeselare,290000.0,3.0,162.0,False,False,True,False,578.0,False,GOOD,1790.1234567901236
2066,Lokeren,419000.0,4.0,190.0,False,False,True,True,156.0,False,AS_NEW,2205.2631578947367
2070,Antwerp,575000.0,4.0,256.0,False,False,False,False,60.0,False,GOOD,2246.09375
2080,Other,495000.0,4.0,194.0,False,True,False,True,837.0,False,GOOD,2551.546391752577
2081,Other,329000.0,2.0,130.0,False,False,False,False,0.0,False,GOOD,2530.769230769231
2082,Other,329000.0,2.0,130.0,False,False,False,False,0.0,False,GOOD,2530.769230769231
2097,Aalst,419000.0,4.0,222.0,False,False,True,False,308.0,False,AS_NEW,1887.3873873873874
2099,Other,360000.0,2.0,166.0,True,False,False,False,0.0,False,JUST_RENOVATED,2168.6746987951806
2103,Temse,275000.0,3.0,175.0,False,False,True,True,0.0,False,GOOD,1571.4285714285713
2104,Other,430000.0,3.0,245.0,False,False,False,True,570.0,False,Unknown,1755.1020408163265
2112,Blankenberge,310000.0,2.0,145.0,False,False,True,True,130.0,False,GOOD,2137.9310344827586
2113,Liège,139000.0,3.0,96.0,False,False,False,False,0.0,False,GOOD,1447.9166666666667
2116,Other,288000.0,4.0,182.0,False,True,True,True,596.0,False,GOOD,1582.4175824175825
2117,Other,150000.0,2.0,140.0,False,False,True,True,250.0,False,TO_RENOVATE,1071.4285714285713
2118,Herseaux,179000.0,3.0,150.0,False,False,True,True,539.0,False,TO_BE_DONE_UP,1193.3333333333333
2119,Other,369000.0,3.0,185.0,False,False,True,True,915.0,False,AS_NEW,1994.5945945945946
2120,Other,99000.0,2.0,115.0,False,False,False,False,446.0,False,TO_RENOVATE,860.8695652173913
2121,Other,248000.0,2.0,150.0,False,False,True,True,200.0,False,TO_BE_DONE_UP,1653.3333333333333
2122,Other,189000.0,4.0,150.0,False,False,False,False,60.0,False,TO_RENOVATE,1260.0
2125,Gent,495000.0,4.0,171.0,False,False,True,True,107.0,False,AS_NEW,2894.7368421052633
2130,Oostende,429000.0,4.0,210.0,False,False,True,False,137.0,False,AS_NEW,2042.857142857143
2131,Other,275000.0,3.0,125.0,False,True,True,True,762.0,False,GOOD,2200.0
2133,Oostende,95000.0,3.0,128.0,False,False,False,False,120.0,False,TO_RENOVATE,742.1875
2137,Other,190000.0,3.0,155.0,False,False,True,True,0.0,False,AS_NEW,1225.8064516129032
2145,Gent,264000.0,3.0,123.0,False,False,True,False,57.0,False,TO_RENOVATE,2146.3414634146343
2146,Other,367000.0,3.0,180.0,False,False,True,True,174.0,False,GOOD,2038.888888888889
2154,Other,529000.0,4.0,202.0,False,False,True,True,725.0,False,GOOD,2618.8118811881186
2156,Other,140000.0,3.0,150.0,False,False,False,True,130.0,False,GOOD,933.3333333333334
2159,Roeselare,310000.0,4.0,135.0,False,False,True,True,211.0,False,AS_NEW,2296.296296296296
2161,Other,56000.0,2.0,58.0,False,True,False,True,0.0,False,JUST_RENOVATED,965.5172413793103
2164,Other,229000.0,2.0,236.0,False,False,False,False,500.0,False,GOOD,970.3389830508474
2165,Other,349500.0,3.0,120.0,False,False,True,True,481.0,False,AS_NEW,2912.5
2166,Ninove,409000.0,3.0,175.0,False,False,True,True,293.0,False,JUST_RENOVATED,2337.1428571428573
2168,Huy,260000.0,5.0,220.0,False,False,True,True,292.0,False,TO_BE_DONE_UP,1181.8181818181818
2171,Other,252000.0,3.0,145.0,False,False,True,False,394.0,False,TO_RENOVATE,1737.9310344827586
2173,Herseaux,279000.0,2.0,164.0,False,False,True,True,800.0,False,GOOD,1701.219512195122
2178,Other,120000.0,2.0,95.0,False,False,False,False,921.0,False,TO_RENOVATE,1263.157894736842
2180,Zelzate,499500.0,4.0,240.0,False,True,True,True,752.0,False,JUST_RENOVATED,2081.25
2191,Other,434000.0,3.0,177.0,False,False,False,False,525.0,False,AS_NEW,2451.9774011299437
2197,Dendermonde,258500.0,3.0,165.0,False,False,False,False,329.0,False,GOOD,1566.6666666666667
2200,Other,173000.0,3.0,140.0,False,False,False,True,561.0,False,GOOD,1235.7142857142858
2201,Other,149999.0,3.0,156.0,False,False,True,False,230.0,False,TO_BE_DONE_UP,961.5320512820513
2202,Other,189999.0,3.0,143.0,False,False,True,True,650.0,False,GOOD,1328.6643356643356
2203,Other,184999.0,3.0,200.0,False,False,False,False,118.0,False,GOOD,924.995
2205,Other,95000.0,3.0,85.0,False,False,True,False,70.0,False,TO_BE_DONE_UP,1117.6470588235295
2206,Other,125000.0,5.0,183.0,False,False,True,False,0.0,False,TO_RENOVATE,683.0601092896175
2216,Other,415000.0,4.0,170.0,False,False,True,False,779.0,False,GOOD,2441.176470588235
2217,Other,245000.0,3.0,136.0,False,False,True,False,105.0,False,GOOD,1801.4705882352941
2219,Other,449000.0,5.0,270.0,False,False,True,False,0.0,False,GOOD,1662.962962962963
2221,Other,430000.0,4.0,204.0,False,False,True,True,0.0,False,GOOD,2107.843137254902
2223,Other,360000.0,3.0,140.0,False,False,True,False,559.0,False,GOOD,2571.4285714285716
2227,Beersel,395000.0,4.0,165.0,False,False,True,False,0.0,False,GOOD,2393.939393939394
2228,Other,330000.0,3.0,167.0,False,False,True,False,118.0,False,AS_NEW,1976.0479041916167
2229,Other,349000.0,4.0,220.0,False,False,True,False,270.0,False,GOOD,1586.3636363636363
2230,Other,169000.0,3.0,190.0,False,False,True,True,0.0,False,GOOD,889.4736842105264
2232,Other,187000.0,2.0,110.0,False,False,True,False,140.0,False,TO_RENOVATE,1700.0
2234,Other,425000.0,5.0,250.0,False,False,True,False,631.0,False,AS_NEW,1700.0
2235,Other,215000.0,2.0,150.0,False,False,True,True,200.0,False,GOOD,1433.3333333333333
2236,Balen,410000.0,5.0,230.0,False,False,True,False,449.0,False,AS_NEW,1782.608695652174
2240,Charleroi,89900.0,2.0,90.0,False,False,False,True,139.0,False,TO_RENOVATE,998.8888888888889
2241,Other,179000.0,5.0,180.0,True,False,True,False,0.0,False,GOOD,994.4444444444445
2243,Other,330000.0,5.0,200.0,False,False,True,True,820.0,False,TO_RENOVATE,1650.0
2245,Other,323150.0,3.0,161.0,False,False,True,True,547.0,False,AS_NEW,2007.142857142857
2246,Other,369000.0,3.0,150.0,False,False,True,False,150.0,False,AS_NEW,2460.0
2254,Other,362500.0,2.0,136.0,False,False,True,True,0.0,False,JUST_RENOVATED,2665.4411764705883
2255,Other,229000.0,3.0,132.0,False,False,True,False,200.0,False,AS_NEW,1734.8484848484848
2256,Other,359000.0,3.0,146.0,False,False,True,False,840.0,False,AS_NEW,2458.904109589041
2257,Other,129000.0,2.0,177.0,False,False,True,True,570.0,False,TO_RENOVATE,728.8135593220339
2258,Other,375000.0,3.0,140.0,False,False,True,True,243.0,False,GOOD,2678.5714285714284
2260,Other,389000.0,3.0,206.0,False,False,True,True,152.0,False,GOOD,1888.3495145631068
2261,Other,378000.0,3.0,173.0,False,False,True,False,129.0,False,GOOD,2184.9710982658958
2262,Aalst,349000.0,3.0,166.0,False,False,True,False,433.0,False,GOOD,2102.409638554217
2263,Schoten,395000.0,5.0,219.0,False,False,True,False,130.0,False,AS_NEW,1803.6529680365297
2264,Other,129000.0,2.0,115.0,False,False,True,True,180.0,False,TO_BE_DONE_UP,1121.7391304347825
2265,Other,283000.0,3.0,141.0,False,False,True,False,189.0,False,AS_NEW,2007.0921985815603
2266,Other,284000.0,3.0,167.0,False,False,True,True,253.0,False,AS_NEW,1700.5988023952095
2268,Other,235000.0,3.0,145.0,False,False,False,True,368.0,False,AS_NEW,1620.6896551724137
2269,Other,165239.0,2.0,107.0,False,False,True,True,331.0,False,AS_NEW,1544.2897196261683
2271,Other,99000.0,2.0,68.0,False,False,False,False,155.0,False,TO_RENOVATE,1455.8823529411766
2273,Other,295000.0,3.0,140.0,False,False,True,False,664.0,False,AS_NEW,2107.1428571428573
2274,Other,259000.0,2.0,140.0,False,False,True,True,142.0,False,GOOD,1850.0
2275,Aalst,145000.0,2.0,140.0,False,False,True,False,100.0,False,GOOD,1035.7142857142858
2276,Aalst,325000.0,3.0,230.0,False,False,True,False,121.0,False,TO_BE_DONE_UP,1413.0434782608695
2277,Other,365000.0,3.0,140.0,False,False,True,True,165.0,False,AS_NEW,2607.1428571428573
2278,Other,399000.0,3.0,196.0,False,False,True,False,321.0,False,TO_BE_DONE_UP,2035.7142857142858
2280,Other,160000.0,3.0,120.0,False,False,True,False,92.0,False,GOOD,1333.3333333333333
2281,Other,340000.0,3.0,140.0,False,False,True,False,305.0,False,AS_NEW,2428.5714285714284
2286,Brugge,469000.0,3.0,192.0,False,False,True,False,599.0,False,GOOD,2442.7083333333335
2287,Other,298500.0,3.0,108.0,False,False,True,False,599.0,False,GOOD,2763.8888888888887
2288,Other,249000.0,4.0,135.0,False,False,True,True,294.0,False,GOOD,1844.4444444444443
2289,Other,365000.0,5.0,213.0,False,False,True,False,921.0,False,TO_RENOVATE,1713.6150234741783
2290,Other,269000.0,3.0,169.0,False,False,False,False,679.0,False,TO_RENOVATE,1591.715976331361
2291,Other,339000.0,3.0,166.0,False,False,False,True,124.0,False,TO_RENOVATE,2042.1686746987953
2293,Other,115000.0,3.0,110.0,False,False,False,False,45.0,False,TO_BE_DONE_UP,1045.4545454545455
2294,Other,366000.0,3.0,225.0,False,False,True,False,692.0,False,TO_RENOVATE,1626.6666666666667
2295,Other,475000.0,3.0,180.0,False,True,True,True,521.0,False,GOOD,2638.8888888888887
2296,Other,365000.0,3.0,132.0,False,False,False,True,105.0,False,JUST_RENOVATED,2765.151515151515
2299,Antwerpen,355000.0,2.0,165.0,False,False,True,False,55.0,False,GOOD,2151.5151515151515
2302,Other,330000.0,3.0,137.0,False,False,True,False,661.0,False,GOOD,2408.7591240875913
2308,Other,315000.0,3.0,162.0,False,False,True,True,205.0,False,Unknown,1944.4444444444443
2312,Other,235000.0,2.0,90.0,False,False,True,True,380.0,False,GOOD,2611.1111111111113
2313,Ronse,152000.0,2.0,95.0,True,False,False,False,98.0,False,Unknown,1600.0
2317,Other,419000.0,4.0,187.0,False,False,False,False,408.0,False,GOOD,2240.6417112299464
2318,Other,447000.0,3.0,165.0,False,False,True,True,342.0,False,GOOD,2709.090909090909
2321,Other,225000.0,3.0,185.0,False,False,False,True,427.0,False,TO_BE_DONE_UP,1216.2162162162163
2322,Kortrijk,199000.0,4.0,133.0,False,False,False,True,150.0,False,AS_NEW,1496.2406015037593
2323,Dendermonde,399000.0,3.0,185.0,False,False,False,False,211.0,False,AS_NEW,2156.7567567567567
2325,Other,220000.0,4.0,180.0,False,False,False,True,215.0,False,Unknown,1222.2222222222222
2326,Other,270000.0,3.0,176.0,False,False,True,False,155.0,False,Unknown,1534.090909090909
2332,Other,485000.0,4.0,202.0,False,False,False,True,451.0,False,AS_NEW,2400.990099009901
2336,Other,239918.0,3.0,126.0,False,False,False,False,327.0,False,AS_NEW,1904.111111111111
2337,Other,255000.0,3.0,104.0,False,False,False,False,405.0,False,TO_BE_DONE_UP,2451.923076923077
2338,Other,449500.0,3.0,163.0,False,False,False,True,556.0,False,AS_NEW,2757.6687116564417
2339,Other,249000.0,5.0,266.0,False,True,False,False,255.0,False,AS_NEW,936.0902255639098
2341,Other,180000.0,2.0,95.0,False,False,False,True,0.0,False,AS_NEW,1894.7368421052631
2342,Other,408500.0,3.0,171.0,False,False,True,False,464.0,False,AS_NEW,2388.8888888888887
2343,Other,279000.0,3.0,208.0,False,False,True,True,355.0,False,AS_NEW,1341.3461538461538
2345,Gent,199000.0,2.0,70.0,False,False,True,True,40.0,False,TO_BE_DONE_UP,2842.8571428571427
2346,Other,495000.0,3.0,190.0,False,False,False,True,770.0,False,AS_NEW,2605.2631578947367
2347,Lier,475000.0,3.0,180.0,False,False,False,False,0.0,False,JUST_RENOVATED,2638.8888888888887
2348,Lier,233000.0,3.0,162.0,False,False,False,False,326.0,False,TO_BE_DONE_UP,1438.2716049382716
2349,Other,244000.0,4.0,148.0,False,False,False,False,315.0,False,TO_BE_DONE_UP,1648.6486486486488
2350,Mechelen,250000.0,2.0,93.0,False,False,True,False,54.0,False,GOOD,2688.1720430107525
2352,Dendermonde,425000.0,4.0,175.0,False,False,False,True,665.0,False,GOOD,2428.5714285714284
2354,Denderleeuw,205000.0,3.0,180.0,False,False,False,True,294.0,False,TO_RENOVATE,1138.888888888889
2356,Other,565000.0,3.0,248.0,False,False,False,True,833.0,False,JUST_RENOVATED,2278.2258064516127
2358,Ronse,247500.0,4.0,153.0,False,False,True,True,210.0,False,AS_NEW,1617.6470588235295
2359,Other,329000.0,3.0,118.0,False,False,True,True,530.0,False,AS_NEW,2788.135593220339
2360,Other,299000.0,3.0,180.0,False,False,True,True,626.0,False,TO_RENOVATE,1661.111111111111
2365,Other,340000.0,3.0,160.0,False,False,True,True,0.0,False,AS_NEW,2125.0
2378,Other,125000.0,3.0,90.0,False,False,True,True,198.0,False,GOOD,1388.888888888889
2379,Other,130000.0,2.0,85.0,False,False,False,True,256.0,False,TO_BE_DONE_UP,1529.4117647058824
2380,Other,199000.0,2.0,125.0,False,False,False,True,710.0,False,TO_RENOVATE,1592.0
2382,Other,347000.0,4.0,180.0,False,False,True,True,570.0,False,AS_NEW,1927.7777777777778
2384,Courcelles,130000.0,2.0,100.0,False,False,False,False,100.0,False,TO_BE_DONE_UP,1300.0
2385,Other,478000.0,4.0,207.0,False,False,False,True,0.0,False,AS_NEW,2309.1787439613527
2386,Harelbeke,119500.0,3.0,100.0,False,False,False,False,163.0,False,TO_RENOVATE,1195.0
2387,Other,165000.0,2.0,80.0,False,False,True,True,371.0,False,GOOD,2062.5
2391,Other,189000.0,3.0,120.0,False,True,False,True,126.0,False,TO_BE_DONE_UP,1575.0
2392,Other,190000.0,2.0,67.0,False,False,True,True,600.0,False,GOOD,2835.820895522388
2394,Ekeren,424000.0,5.0,255.0,False,False,False,True,0.0,False,GOOD,1662.7450980392157
2395,Ekeren,424000.0,5.0,255.0,False,False,False,True,0.0,False,GOOD,1662.7450980392157
2396,Berchem,279000.0,4.0,141.0,False,False,False,True,176.0,False,TO_RENOVATE,1978.723404255319
2397,Other,285000.0,3.0,214.0,False,False,False,False,0.0,False,GOOD,1331.7757009345794
2401,Other,248000.0,3.0,151.0,False,False,False,True,101.0,False,GOOD,1642.3841059602648
2403,Waregem,445000.0,4.0,174.0,False,False,False,True,463.0,False,GOOD,2557.4712643678163
2404,Other,270000.0,2.0,135.0,False,False,False,False,220.0,False,Unknown,2000.0
2405,Other,239000.0,2.0,193.0,False,False,True,True,108.0,False,GOOD,1238.341968911917
2407,Other,349000.0,2.0,147.0,False,False,True,True,69.0,False,GOOD,2374.1496598639455
2408,Other,365000.0,3.0,168.0,False,False,True,False,753.0,False,TO_BE_DONE_UP,2172.6190476190477
