,Location,Price,Number_of_bedrooms,Living_area,Furnished,Open_fireplace,Terrace,Garden,Surface_area_land,Pool,Condition,Price_per_sq
5068,Other,145000.0,3.0,149.0,False,False,True,False,495.0,False,TO_RENOVATE,973.1543624161073
5069,Other,320000.0,2.0,134.0,False,False,True,True,391.0,False,TO_BE_DONE_UP,2388.0597014925374
5071,Liège,216000.0,4.0,111.0,False,False,True,True,205.0,False,GOOD,1945.945945945946
5073,Seraing,135000.0,3.0,128.0,False,False,False,True,120.0,False,TO_RENOVATE,1054.6875
5078,Other,189000.0,3.0,145.0,False,False,False,True,662.0,False,GOOD,1303.448275862069
5079,Eeklo,339000.0,3.0,153.0,False,False,True,False,0.0,False,AS_NEW,2215.6862745098038
5091,Other,185000.0,3.0,121.0,False,False,True,True,280.0,False,AS_NEW,1528.9256198347107
5096,Aalst,329000.0,5.0,170.0,False,False,False,True,0.0,False,AS_NEW,1935.2941176470588
5099,Other,249000.0,4.0,172.0,False,False,True,True,0.0,False,AS_NEW,1447.6744186046512
5103,Other,510000.0,4.0,215.0,False,False,False,True,500.0,False,AS_NEW,2372.093023255814
5104,Kortrijk,235000.0,3.0,220.0,False,False,True,True,180.0,False,TO_BE_DONE_UP,1068.1818181818182
5107,Other,419000.0,4.0,258.0,False,False,False,False,0.0,False,AS_NEW,1624.031007751938
5108,Ninove,419000.0,4.0,258.0,False,False,False,False,0.0,False,AS_NEW,1624.031007751938
5109,Antwerp,299000.0,2.0,185.0,False,False,False,False,0.0,False,TO_BE_DONE_UP,1616.2162162162163
5113,Other,249000.0,3.0,182.0,False,True,False,True,583.0,False,GOOD,1368.131868131868
5116,Other,230000.0,3.0,180.0,False,False,False,True,520.0,False,TO_RENOVATE,1277.7777777777778
5119,Denderleeuw,219000.0,3.0,117.0,False,False,False,True,584.0,False,TO_RENOVATE,1871.7948717948718
5121,Other,450000.0,3.0,166.0,False,False,False,False,281.0,False,Unknown,2710.843373493976
5124,Nieuwpoort,249000.0,2.0,102.0,True,False,True,False,71.0,False,JUST_RENOVATED,2441.176470588235
5125,Other,250000.0,3.0,160.0,False,False,False,True,314.0,False,AS_NEW,1562.5
5126,Other,210000.0,3.0,124.0,False,False,False,True,235.0,False,TO_RENOVATE,1693.5483870967741
5128,Torhout,259000.0,4.0,166.0,False,False,True,True,400.0,False,TO_RENOVATE,1560.2409638554218
5133,Other,265000.0,3.0,157.0,False,False,False,True,320.0,False,JUST_RENOVATED,1687.8980891719746
5135,Other,380000.0,5.0,128.0,False,False,True,False,58.0,False,TO_BE_DONE_UP,2968.75
5137,Ronse,114000.0,3.0,167.0,False,False,True,True,240.0,False,TO_BE_DONE_UP,682.6347305389221
5138,Other,450000.0,3.0,164.0,False,False,False,False,654.0,False,GOOD,2743.9024390243903
5139,Other,239000.0,3.0,240.0,False,False,False,True,755.0,False,TO_BE_DONE_UP,995.8333333333334
5140,Roeselare,199000.0,3.0,140.0,False,False,False,True,197.0,False,GOOD,1421.4285714285713
5141,Other,265000.0,3.0,160.0,False,False,False,False,500.0,False,GOOD,1656.25
5142,Other,199000.0,3.0,168.0,False,False,False,False,783.0,False,TO_RENOVATE,1184.5238095238096
5155,Other,228000.0,3.0,168.0,False,False,False,False,0.0,False,GOOD,1357.142857142857
5159,Aalst,225000.0,2.0,175.0,False,False,True,True,180.0,False,AS_NEW,1285.7142857142858
5161,Ronse,297000.0,3.0,252.0,False,False,True,True,130.0,False,AS_NEW,1178.5714285714287
5163,Mechelen,325000.0,3.0,108.0,False,False,False,True,465.0,False,TO_RENOVATE,3009.259259259259
5168,Other,265000.0,4.0,175.0,False,False,False,True,235.0,False,GOOD,1514.2857142857142
5170,Gent,330000.0,3.0,115.0,False,False,False,True,60.0,False,AS_NEW,2869.5652173913045
5176,Other,475000.0,4.0,264.0,False,False,True,True,355.0,False,GOOD,1799.2424242424242
5177,Gent,565000.0,3.0,182.0,True,False,True,True,80.0,False,JUST_RENOVATED,3104.3956043956046
5182,Other,319000.0,3.0,165.0,False,False,True,False,386.0,False,TO_BE_DONE_UP,1933.3333333333333
5185,Verviers,235000.0,2.0,248.0,False,False,False,False,85.0,False,TO_BE_DONE_UP,947.5806451612904
5186,Other,339000.0,4.0,158.0,False,False,False,False,540.0,False,TO_RENOVATE,2145.5696202531644
5187,Roeselare,220000.0,3.0,106.0,False,False,True,False,50.0,False,GOOD,2075.4716981132074
5192,Kortrijk,149000.0,2.0,135.0,False,False,True,True,100.0,False,GOOD,1103.7037037037037
5194,Deerlijk,380000.0,2.0,191.0,False,False,True,False,503.0,False,JUST_RENOVATED,1989.5287958115184
5195,Beersel,320000.0,2.0,188.0,False,False,True,False,95.0,False,JUST_RENOVATED,1702.127659574468
5200,Stekene,309000.0,3.0,195.0,False,False,True,False,140.0,False,GOOD,1584.6153846153845
5201,Other,350000.0,4.0,152.0,False,True,True,True,0.0,False,JUST_RENOVATED,2302.6315789473683
5202,Tubize,330000.0,3.0,150.0,False,True,True,False,934.0,False,JUST_RENOVATED,2200.0
5204,Other,299000.0,2.0,120.0,False,False,False,False,0.0,False,GOOD,2491.6666666666665
5209,Other,295000.0,3.0,120.0,False,False,True,False,278.0,False,GOOD,2458.3333333333335
5218,Other,249000.0,4.0,158.0,False,False,False,True,215.0,False,TO_RENOVATE,1575.9493670886077
5222,Berchem,395000.0,3.0,161.0,False,False,False,False,80.0,False,JUST_RENOVATED,2453.416149068323
5226,Other,469000.0,3.0,158.0,False,False,False,False,603.0,False,GOOD,2968.3544303797466
5231,Other,220000.0,3.0,185.0,False,False,False,True,300.0,False,JUST_RENOVATED,1189.1891891891892
5232,Charleroi,190000.0,3.0,140.0,False,False,False,False,0.0,False,TO_BE_DONE_UP,1357.142857142857
5233,Other,199000.0,4.0,115.0,False,False,True,False,100.0,False,GOOD,1730.4347826086957
5234,Other,115000.0,3.0,115.0,False,False,False,False,171.0,False,GOOD,1000.0
5237,Other,299000.0,4.0,221.0,False,False,True,False,651.0,False,GOOD,1352.9411764705883
5239,Other,149000.0,5.0,120.0,False,False,True,False,0.0,False,GOOD,1241.6666666666667
5240,Courcelles,200000.0,3.0,110.0,False,False,False,False,570.0,False,JUST_RENOVATED,1818.1818181818182
5242,Other,439000.0,3.0,171.0,False,False,True,True,600.0,False,JUST_RENOVATED,2567.251461988304
5243,Other,479000.0,3.0,230.0,False,False,True,True,559.0,True,AS_NEW,2082.608695652174
5244,Tournai,149000.0,2.0,123.0,False,False,False,False,24.0,False,GOOD,1211.3821138211383
5249,Gent,329000.0,2.0,130.0,False,False,False,True,130.0,False,AS_NEW,2530.769230769231
5254,Other,240000.0,4.0,170.0,False,False,False,True,150.0,False,GOOD,1411.764705882353
5256,Tournai,165000.0,2.0,113.0,False,False,True,False,531.0,False,TO_BE_DONE_UP,1460.1769911504425
5257,Other,225000.0,3.0,123.0,False,False,True,False,0.0,False,GOOD,1829.2682926829268
5258,Other,325000.0,3.0,156.0,False,False,True,True,345.0,False,TO_RENOVATE,2083.3333333333335
5259,Other,435000.0,3.0,172.0,False,False,True,True,855.0,False,AS_NEW,2529.0697674418607
5261,Other,415000.0,5.0,235.0,False,False,True,True,894.0,False,AS_NEW,1765.9574468085107
5263,Other,139000.0,2.0,57.0,True,False,False,False,97.0,False,AS_NEW,2438.59649122807
5265,Other,315000.0,3.0,140.0,False,False,True,True,655.0,False,AS_NEW,2250.0
5267,Herentals,225000.0,2.0,125.0,False,True,True,True,210.0,False,TO_BE_DONE_UP,1800.0
5270,Other,95000.0,2.0,104.0,False,False,False,True,213.0,False,GOOD,913.4615384615385
5280,Other,145000.0,3.0,119.0,False,False,False,False,230.0,False,TO_BE_DONE_UP,1218.4873949579833
5281,Other,149000.0,2.0,95.0,False,False,True,False,160.0,False,GOOD,1568.421052631579
5284,Other,280000.0,3.0,160.0,False,False,True,False,324.0,False,AS_NEW,1750.0
5289,Other,140000.0,3.0,169.0,False,False,False,False,420.0,False,TO_RENOVATE,828.4023668639053
5294,Other,420000.0,3.0,219.0,False,False,False,True,320.0,False,GOOD,1917.8082191780823
5297,Other,290000.0,3.0,155.0,False,False,True,False,384.0,False,GOOD,1870.967741935484
5298,Other,90000.0,3.0,110.0,False,False,False,False,349.0,False,GOOD,818.1818181818181
5301,Charleroi,189000.0,3.0,133.0,False,False,False,True,290.0,False,JUST_RENOVATED,1421.0526315789473
5303,Other,289000.0,3.0,118.0,False,False,True,True,206.0,False,AS_NEW,2449.1525423728813
5304,Gent,299500.0,5.0,180.0,False,False,True,False,186.0,False,TO_RENOVATE,1663.888888888889
5305,Other,261000.0,3.0,115.0,False,False,False,False,0.0,False,TO_RENOVATE,2269.5652173913045
5310,Other,395000.0,3.0,140.0,False,False,True,False,771.0,False,GOOD,2821.4285714285716
5311,Other,195000.0,2.0,100.0,False,False,False,False,315.0,False,TO_RENOVATE,1950.0
5312,Herentals,350000.0,2.0,170.0,False,False,True,False,210.0,False,AS_NEW,2058.823529411765
5313,Antwerpen,395000.0,3.0,250.0,False,False,True,True,245.0,False,AS_NEW,1580.0
5328,Other,395000.0,3.0,162.0,False,False,True,True,441.0,False,GOOD,2438.2716049382716
5331,Denderleeuw,347000.0,3.0,168.0,False,False,True,True,421.0,False,GOOD,2065.4761904761904
5336,Other,347000.0,3.0,168.0,False,False,True,True,421.0,False,GOOD,2065.4761904761904
5342,Other,120000.0,3.0,145.0,False,False,False,True,350.0,False,TO_RENOVATE,827.5862068965517
5343,Other,215000.0,3.0,96.0,False,False,False,True,141.0,False,GOOD,2239.5833333333335
5344,Other,215000.0,3.0,155.0,False,False,False,False,550.0,False,Unknown,1387.0967741935483
5346,Borgerhout,245000.0,4.0,150.0,False,False,True,True,61.0,False,TO_RENOVATE,1633.3333333333333
5347,Other,499000.0,4.0,229.0,False,False,True,True,340.0,False,GOOD,2179.039301310044
5349,Mouscron,260000.0,4.0,184.0,False,False,True,True,292.0,False,JUST_RENOVATED,1413.0434782608695
5353,Other,395000.0,3.0,184.0,False,False,True,False,891.0,False,GOOD,2146.7391304347825
5355,Other,476900.0,3.0,242.0,False,False,True,False,426.0,False,AS_NEW,1970.6611570247933
5356,Other,359000.0,3.0,161.0,False,False,True,False,540.0,False,GOOD,2229.813664596273
5357,Menen,269500.0,4.0,163.0,False,False,True,False,230.0,False,AS_NEW,1653.3742331288342
5359,Other,189000.0,3.0,157.0,False,False,True,False,0.0,False,GOOD,1203.8216560509554
5360,Other,379000.0,4.0,152.0,False,False,False,True,299.0,False,GOOD,2493.4210526315787
5366,Antwerpen,180000.0,2.0,75.0,False,False,True,False,100.0,False,JUST_RENOVATED,2400.0
5368,Seraing,55000.0,2.0,107.0,False,False,False,False,512.0,False,TO_RENOVATE,514.018691588785
5372,Liège,350000.0,4.0,240.0,False,False,True,False,90.0,False,GOOD,1458.3333333333333
5374,Liège,350000.0,4.0,240.0,False,False,True,False,90.0,False,GOOD,1458.3333333333333
5378,Other,299000.0,3.0,164.0,False,False,False,True,120.0,False,GOOD,1823.1707317073171
5379,Brugge,479000.0,4.0,260.0,False,False,False,False,297.0,False,GOOD,1842.3076923076924
5380,Other,479000.0,4.0,260.0,False,False,False,False,297.0,False,GOOD,1842.3076923076924
5390,Other,329000.0,3.0,126.0,False,False,True,False,217.0,False,GOOD,2611.1111111111113
5396,Other,190000.0,2.0,170.0,False,False,True,False,385.0,False,TO_RENOVATE,1117.6470588235295
5399,Other,469000.0,4.0,168.0,False,False,False,False,522.0,False,GOOD,2791.6666666666665
5404,Mouscron,165000.0,2.0,160.0,False,False,True,True,232.0,False,TO_BE_DONE_UP,1031.25
5405,Braine-l'Alleud,345000.0,4.0,240.0,False,False,True,True,647.0,False,TO_RENOVATE,1437.5
5406,Braine-l'Alleud,395000.0,3.0,145.0,False,False,True,True,300.0,False,GOOD,2724.137931034483
5412,Other,368000.0,4.0,190.0,False,False,False,False,632.0,False,GOOD,1936.842105263158
5414,Other,295000.0,2.0,122.0,False,False,True,True,75.0,False,TO_RENOVATE,2418.032786885246
5415,Other,475000.0,3.0,200.0,False,False,True,True,200.0,False,GOOD,2375.0
5417,Other,285000.0,3.0,121.0,False,False,False,False,511.0,False,AS_NEW,2355.371900826446
5418,Other,200000.0,3.0,150.0,False,False,False,True,400.0,False,AS_NEW,1333.3333333333333
5433,Other,310000.0,3.0,178.0,False,False,True,True,475.0,False,AS_NEW,1741.573033707865
5435,Menen,99000.0,3.0,140.0,False,False,False,False,160.0,False,GOOD,707.1428571428571
5436,Zele,450000.0,3.0,155.0,False,False,False,True,416.0,False,AS_NEW,2903.2258064516127
5437,Other,130000.0,3.0,135.0,False,False,False,True,379.0,False,TO_RENOVATE,962.9629629629629
5440,Seraing,209000.0,3.0,160.0,False,False,False,False,140.0,False,GOOD,1306.25
5442,Anderlecht,480000.0,4.0,270.0,False,True,True,True,165.0,False,JUST_RENOVATED,1777.7777777777778
5443,Other,429000.0,3.0,153.0,False,False,True,False,0.0,False,AS_NEW,2803.921568627451
5448,Other,465000.0,4.0,212.0,False,True,True,True,650.0,False,AS_NEW,2193.396226415094
5450,Herentals,425000.0,3.0,228.0,False,False,True,True,594.0,False,GOOD,1864.0350877192982
5451,Other,375000.0,3.0,145.0,False,False,False,False,35.0,False,TO_RENOVATE,2586.206896551724
5452,Other,299000.0,3.0,176.0,False,False,False,True,395.0,False,GOOD,1698.8636363636363
5455,Other,315000.0,3.0,163.0,False,False,True,False,621.0,False,JUST_RENOVATED,1932.515337423313
5456,Other,185000.0,3.0,133.0,False,False,True,True,509.0,False,GOOD,1390.9774436090227
5457,Other,199000.0,4.0,146.0,False,False,True,False,134.0,False,GOOD,1363.013698630137
5459,Dendermonde,299000.0,3.0,166.0,False,False,True,False,85.0,False,AS_NEW,1801.2048192771085
5460,Other,296000.0,3.0,210.0,False,False,False,False,0.0,False,AS_NEW,1409.5238095238096
5466,Merksem,389000.0,4.0,145.0,False,False,False,True,166.0,False,AS_NEW,2682.7586206896553
5472,Other,475000.0,3.0,189.0,False,False,True,True,224.0,False,AS_NEW,2513.227513227513
5473,Other,435000.0,3.0,190.0,False,False,True,False,390.0,False,AS_NEW,2289.4736842105262
5475,Other,289000.0,3.0,230.0,False,False,False,False,450.0,False,TO_RENOVATE,1256.5217391304348
5478,Other,220000.0,4.0,235.0,False,False,True,True,679.0,False,TO_BE_DONE_UP,936.1702127659574
5479,Zele,359000.0,3.0,180.0,False,False,True,False,388.0,False,AS_NEW,1994.4444444444443
5481,Other,490000.0,4.0,166.0,False,False,False,False,70.0,False,TO_BE_DONE_UP,2951.8072289156626
5483,Mouscron,125000.0,2.0,80.0,False,False,True,False,84.0,False,TO_BE_DONE_UP,1562.5
5484,Herseaux,409000.0,4.0,250.0,False,False,True,False,692.0,True,AS_NEW,1636.0
5485,Mouscron,229000.0,3.0,156.0,False,False,True,True,100.0,False,AS_NEW,1467.948717948718
5488,Charleroi,249999.0,4.0,275.0,False,False,True,False,500.0,False,JUST_RENOVATED,909.0872727272728
5490,Other,295000.0,2.0,137.0,False,False,True,False,75.0,False,TO_BE_DONE_UP,2153.284671532847
5491,Ninove,225000.0,3.0,172.0,False,False,False,False,159.0,False,GOOD,1308.139534883721
5492,Ninove,225000.0,3.0,172.0,False,False,False,False,159.0,False,GOOD,1308.139534883721
5494,Ninove,199000.0,2.0,101.0,False,False,True,False,179.0,False,GOOD,1970.2970297029703
5500,Mol,239000.0,5.0,179.0,True,False,False,False,262.0,False,GOOD,1335.195530726257
5501,Other,249000.0,3.0,120.0,False,False,True,False,84.0,False,AS_NEW,2075.0
5502,Ronse,159000.0,2.0,130.0,False,False,True,True,180.0,False,GOOD,1223.076923076923
5504,Other,460000.0,2.0,192.0,False,False,False,True,898.0,False,GOOD,2395.8333333333335
5505,Other,120000.0,2.0,130.0,False,False,False,False,0.0,False,GOOD,923.0769230769231
5508,Other,199900.0,3.0,112.0,False,False,True,True,232.0,False,AS_NEW,1784.8214285714287
5510,Herseaux,409000.0,4.0,250.0,False,False,True,False,692.0,True,AS_NEW,1636.0
5513,Other,139000.0,3.0,115.0,False,False,True,True,180.0,False,TO_BE_DONE_UP,1208.695652173913
5515,Willebroek,249000.0,2.0,192.0,False,False,True,False,125.0,False,GOOD,1296.875
5516,Other,169000.0,3.0,200.0,False,False,False,True,310.0,False,GOOD,845.0
5517,Merksem,175000.0,2.0,65.0,False,False,False,True,72.0,False,TO_RENOVATE,2692.3076923076924
5519,Other,339000.0,3.0,191.0,False,False,True,True,871.0,False,GOOD,1774.869109947644
5520,Other,314000.0,3.0,160.0,False,False,True,False,513.0,False,GOOD,1962.5
5522,Antwerp,400000.0,5.0,195.0,False,False,True,False,60.0,False,TO_BE_DONE_UP,2051.2820512820513
5524,Other,325000.0,4.0,180.0,True,False,True,False,600.0,False,GOOD,1805.5555555555557
5525,Other,125000.0,3.0,140.0,False,False,True,False,150.0,False,TO_RENOVATE,892.8571428571429
5526,Other,259000.0,2.0,120.0,False,False,True,False,219.0,False,GOOD,2158.3333333333335
5527,Other,175000.0,3.0,95.0,False,False,True,False,0.0,False,GOOD,1842.1052631578948
5528,Charleroi,180000.0,3.0,185.0,False,False,False,False,129.0,False,TO_BE_DONE_UP,972.972972972973
5530,Other,200000.0,3.0,160.0,False,False,True,False,173.0,False,TO_BE_DONE_UP,1250.0
5532,Seraing,139000.0,2.0,86.0,False,False,True,True,181.0,False,TO_BE_DONE_UP,1616.2790697674418
5533,Other,235000.0,3.0,102.0,False,False,False,True,246.0,False,GOOD,2303.921568627451
5534,Verviers,89500.0,4.0,140.0,False,False,False,False,50.0,False,TO_RENOVATE,639.2857142857143
5537,Other,290000.0,3.0,150.0,False,False,False,False,752.0,False,JUST_RENOVATED,1933.3333333333333
5541,Other,389000.0,3.0,260.0,False,False,True,False,101.0,False,GOOD,1496.1538461538462
5542,Other,439000.0,4.0,233.0,False,False,True,False,363.0,False,GOOD,1884.1201716738196
5545,Mechelen,319500.0,3.0,116.0,False,False,False,False,106.0,False,TO_BE_DONE_UP,2754.310344827586
5546,Other,315000.0,4.0,210.0,False,False,True,True,119.0,False,AS_NEW,1500.0
5550,Other,199000.0,2.0,120.0,False,False,True,True,156.0,False,AS_NEW,1658.3333333333333
5552,Lokeren,310000.0,3.0,240.0,False,False,False,False,623.0,False,TO_RENOVATE,1291.6666666666667
5553,Berchem,497000.0,3.0,265.0,False,False,True,True,160.0,False,AS_NEW,1875.4716981132076
5554,Antwerp,495000.0,3.0,172.0,False,False,False,False,75.0,False,TO_BE_DONE_UP,2877.906976744186
5555,Antwerp,495000.0,3.0,172.0,False,False,False,False,75.0,False,TO_BE_DONE_UP,2877.906976744186
5556,Berchem,497000.0,3.0,265.0,False,False,True,True,160.0,False,AS_NEW,1875.4716981132076
5557,Turnhout,385000.0,4.0,250.0,False,True,True,True,214.0,False,GOOD,1540.0
5560,Other,239000.0,2.0,95.0,False,False,False,True,140.0,False,AS_NEW,2515.7894736842104
5566,Other,239000.0,3.0,140.0,False,False,False,False,508.0,False,AS_NEW,1707.142857142857
5567,Nieuwpoort,245000.0,3.0,142.0,False,False,True,True,0.0,False,TO_BE_DONE_UP,1725.3521126760563
5568,Nieuwpoort,259000.0,4.0,146.0,False,False,True,False,0.0,False,TO_BE_DONE_UP,1773.972602739726
5569,Deurne,379900.0,5.0,130.0,False,False,False,True,0.0,False,AS_NEW,2922.3076923076924
5570,Borgerhout,289000.0,4.0,145.0,False,False,True,False,0.0,False,TO_BE_DONE_UP,1993.103448275862
5575,Other,339500.0,4.0,125.0,False,True,True,True,511.0,False,AS_NEW,2716.0
5577,Izegem,225000.0,3.0,140.0,False,False,False,True,235.0,False,TO_RENOVATE,1607.142857142857
5578,Huy,285000.0,4.0,150.0,False,False,True,False,280.0,False,TO_BE_DONE_UP,1900.0
5581,Temse,219000.0,2.0,102.0,False,False,False,True,111.0,False,Unknown,2147.0588235294117
5582,Other,225000.0,3.0,156.0,False,False,True,True,438.0,False,AS_NEW,1442.3076923076924
5584,Menen,225000.0,3.0,136.0,False,False,False,True,137.0,False,JUST_RENOVATED,1654.4117647058824
5585,Menen,299000.0,3.0,120.0,False,True,True,True,624.0,False,AS_NEW,2491.6666666666665
5592,Halle,299000.0,4.0,105.0,False,False,False,True,556.0,False,TO_BE_DONE_UP,2847.6190476190477
5597,Other,259000.0,3.0,112.0,False,False,True,True,105.0,False,Unknown,2312.5
5602,Herentals,399000.0,4.0,155.0,False,False,False,True,0.0,False,AS_NEW,2574.1935483870966
5603,Schoten,358000.0,3.0,163.0,False,False,True,True,940.0,False,TO_RENOVATE,2196.319018404908
5606,Other,280000.0,3.0,141.0,False,False,True,True,95.0,False,JUST_RENOVATED,1985.8156028368794
5608,Gent,275000.0,3.0,145.0,False,False,True,True,100.0,False,AS_NEW,1896.551724137931
5609,Other,575000.0,3.0,255.0,False,False,False,False,454.0,False,AS_NEW,2254.901960784314
5610,Other,420000.0,3.0,225.0,False,False,True,True,420.0,True,AS_NEW,1866.6666666666667
5611,Other,379000.0,3.0,160.0,False,True,False,True,491.0,False,GOOD,2368.75
5616,Other,170000.0,4.0,180.0,False,False,False,True,375.0,False,GOOD,944.4444444444445
5617,Gent,280000.0,5.0,181.0,False,False,False,False,88.0,False,TO_RENOVATE,1546.9613259668508
5619,Other,189500.0,3.0,120.0,False,False,False,False,234.0,False,TO_RENOVATE,1579.1666666666667
5620,Deerlijk,295000.0,3.0,114.0,False,False,True,True,373.0,False,AS_NEW,2587.719298245614
5627,Other,585000.0,4.0,200.0,False,False,False,True,540.0,False,AS_NEW,2925.0
5628,Other,345000.0,2.0,150.0,False,False,False,True,95.0,False,AS_NEW,2300.0
5629,Other,419000.0,3.0,148.0,False,False,False,True,220.0,False,AS_NEW,2831.0810810810813
5631,Roeselare,225000.0,3.0,120.0,False,False,False,False,229.0,False,Unknown,1875.0
5635,Aalst,372000.0,3.0,155.0,False,False,True,False,0.0,False,Unknown,2400.0
5643,Ninove,355000.0,3.0,230.0,False,False,True,False,182.0,False,JUST_RENOVATED,1543.4782608695652
5644,Other,249000.0,3.0,142.0,False,False,False,False,0.0,False,GOOD,1753.5211267605634
5645,Other,249000.0,3.0,142.0,False,False,False,False,0.0,False,GOOD,1753.5211267605634
5646,Other,361718.0,3.0,202.0,False,False,False,True,421.0,False,AS_NEW,1790.6831683168316
5651,Willebroek,435000.0,3.0,215.0,False,False,False,True,249.0,False,AS_NEW,2023.2558139534883
5654,Liège,179000.0,5.0,175.0,False,False,False,False,70.0,False,TO_RENOVATE,1022.8571428571429
5656,Menen,145000.0,2.0,130.0,False,False,False,False,85.0,False,GOOD,1115.3846153846155
5659,Zelzate,220000.0,3.0,106.0,False,False,True,False,74.0,False,AS_NEW,2075.4716981132074
5662,Other,389000.0,4.0,181.0,False,False,True,False,909.0,False,GOOD,2149.171270718232
5666,Roeselare,369000.0,3.0,152.0,False,False,False,True,500.0,False,JUST_RENOVATED,2427.6315789473683
5667,Other,262000.0,3.0,167.0,False,False,True,True,267.0,False,GOOD,1568.8622754491018
5672,Other,225000.0,3.0,110.0,False,False,False,True,562.0,False,Unknown,2045.4545454545455
5675,Gent,345000.0,3.0,171.0,False,False,True,False,109.0,False,AS_NEW,2017.5438596491229
5676,Other,215000.0,3.0,175.0,False,False,False,False,930.0,False,JUST_RENOVATED,1228.5714285714287
5677,Other,229000.0,3.0,138.0,False,False,True,True,236.0,False,GOOD,1659.4202898550725
5678,Lokeren,310000.0,3.0,150.0,False,False,False,False,248.0,False,GOOD,2066.6666666666665
5683,Other,439000.0,5.0,205.0,False,False,False,False,623.0,False,GOOD,2141.4634146341464
5684,Zelzate,189000.0,3.0,140.0,False,False,False,True,156.0,False,TO_BE_DONE_UP,1350.0
5686,Other,290000.0,3.0,249.0,False,False,False,True,497.0,False,TO_BE_DONE_UP,1164.6586345381527
5687,Torhout,299000.0,4.0,121.0,False,False,False,False,80.0,False,GOOD,2471.0743801652893
5688,Other,349000.0,2.0,208.0,False,False,False,False,650.0,False,GOOD,1677.8846153846155
5704,Other,345000.0,3.0,250.0,False,False,True,True,527.0,False,GOOD,1380.0
5706,Stekene,349000.0,2.0,124.0,False,False,True,False,697.0,False,GOOD,2814.516129032258
5707,Other,159000.0,2.0,92.0,False,False,False,True,184.0,False,GOOD,1728.2608695652175
5708,Willebroek,219000.0,3.0,130.0,False,False,True,True,136.0,False,TO_RENOVATE,1684.6153846153845
5718,Other,290000.0,3.0,142.0,False,False,False,False,0.0,False,Unknown,2042.2535211267605
5720,Other,249999.0,4.0,275.0,False,False,True,False,500.0,False,JUST_RENOVATED,909.0872727272728
5724,Other,125000.0,3.0,103.0,False,False,False,False,0.0,False,GOOD,1213.5922330097087
5726,Other,100000.0,4.0,249.0,False,False,False,False,100.0,False,TO_RENOVATE,401.60642570281124
5728,Aalst,298000.0,5.0,212.0,False,True,True,False,170.0,False,GOOD,1405.6603773584907
5735,Other,325000.0,4.0,160.0,False,False,True,False,236.0,False,AS_NEW,2031.25
5741,Other,132500.0,3.0,190.0,False,False,False,False,0.0,False,TO_BE_DONE_UP,697.3684210526316
5751,Other,288644.0,3.0,126.0,False,False,False,False,160.0,False,AS_NEW,2290.8253968253966
5753,Other,257000.0,3.0,159.0,False,False,True,False,157.0,False,GOOD,1616.3522012578617
5762,Other,155000.0,2.0,110.0,False,False,False,True,150.0,False,GOOD,1409.090909090909
5765,Other,169000.0,2.0,100.0,False,False,True,False,0.0,False,TO_BE_DONE_UP,1690.0
5766,Other,225000.0,3.0,93.0,False,False,True,False,368.0,False,GOOD,2419.3548387096776
5775,Other,410000.0,3.0,200.0,False,False,False,True,525.0,False,GOOD,2050.0
5777,Halle,140000.0,2.0,121.0,False,False,False,False,180.0,False,TO_RENOVATE,1157.0247933884298
5781,Izegem,265000.0,4.0,260.0,False,True,True,True,500.0,False,TO_RENOVATE,1019.2307692307693
5786,Herentals,239000.0,2.0,84.0,False,True,False,False,60.0,False,GOOD,2845.2380952380954
5794,Other,475000.0,3.0,189.0,False,False,True,True,224.0,False,AS_NEW,2513.227513227513
5798,Other,152000.0,3.0,113.0,False,False,True,False,286.0,False,TO_RENOVATE,1345.132743362832
5799,Other,140000.0,2.0,150.0,False,False,False,False,235.0,False,GOOD,933.3333333333334
5800,Other,229900.0,2.0,133.0,False,False,True,True,424.0,False,JUST_RENOVATED,1728.5714285714287
5803,Other,100000.0,3.0,109.0,False,False,False,False,260.0,False,TO_BE_DONE_UP,917.4311926605504
5804,Other,299000.0,3.0,165.0,False,False,True,True,356.0,False,GOOD,1812.121212121212
5805,Other,249000.0,3.0,173.0,False,False,True,True,540.0,False,GOOD,1439.3063583815028
5808,Other,399000.0,4.0,261.0,False,False,False,True,352.0,False,GOOD,1528.7356321839081
5810,Other,290000.0,3.0,145.0,False,False,True,True,0.0,False,TO_BE_DONE_UP,2000.0
5812,Anderlecht,399000.0,4.0,180.0,False,False,True,False,75.0,False,AS_NEW,2216.6666666666665
5813,Other,215000.0,2.0,125.0,False,False,False,True,755.0,False,GOOD,1720.0
5814,Other,385000.0,3.0,169.0,False,False,True,True,696.0,False,AS_NEW,2278.1065088757396
5815,Other,450000.0,5.0,200.0,False,False,True,True,300.0,False,AS_NEW,2250.0
5819,Other,85000.0,3.0,148.0,False,False,False,False,170.0,False,TO_RENOVATE,574.3243243243244
5822,Other,99000.0,2.0,131.0,False,False,True,False,0.0,False,TO_BE_DONE_UP,755.7251908396946
5823,Other,289000.0,5.0,175.0,False,False,True,True,840.0,False,AS_NEW,1651.4285714285713
5824,Boom,380000.0,4.0,140.0,False,False,True,True,150.0,False,JUST_RENOVATED,2714.285714285714
5826,Mortsel,350000.0,4.0,163.0,False,False,False,True,91.0,False,GOOD,2147.239263803681
